Name,Unit,Caption,PosX,PosY,PosZ
TopLaterCellCentroids,Micrometers,1,13585.202099999999,3521.403,35269.6311
TopLaterCellCentroids,Micrometers,2,13399.865099999999,32118.902099999992,35510.5692
TopLaterCellCentroids,Micrometers,3,13492.533599999999,17699.6835,35343.7659
TopLaterCellCentroids,Micrometers,4,13436.932499999999,24909.2928,35362.29959999999
TopLaterCellCentroids,Micrometers,5,13548.134699999999,9971.130599999999,35306.6985
TopLaterCellCentroids,Micrometers,6,12473.180099999998,34324.412399999994,5689.845899999999
TopLaterCellCentroids,Micrometers,7,12862.3878,34287.344999999994,18570.7674
TopLaterCellCentroids,Micrometers,8,13270.1292,34231.743899999994,31488.756299999997
TopLaterCellCentroids,Micrometers,9,12862.3878,3743.8073999999997,12232.241999999998
TopLaterCellCentroids,Micrometers,10,13251.5955,3706.74,24779.5569
TopLaterCellCentroids,Micrometers,11,13084.792199999998,32230.10429999999,24909.2928
TopLaterCellCentroids,Micrometers,12,13121.8596,25020.495,24890.7591
TopLaterCellCentroids,Micrometers,13,12547.3149,21054.283199999998,5652.778499999999
TopLaterCellCentroids,Micrometers,14,12602.916,13548.134699999999,5615.7110999999995
TopLaterCellCentroids,Micrometers,15,13307.1966,28616.0328,31359.020399999994
TopLaterCellCentroids,Micrometers,16,12899.455199999999,28467.763199999998,18515.1663
TopLaterCellCentroids,Micrometers,17,12658.5171,5838.115499999999,5745.447
TopLaterCellCentroids,Micrometers,18,12955.056299999998,21109.884299999998,18570.7674
TopLaterCellCentroids,Micrometers,19,13047.724799999998,6245.856899999999,18403.9641
TopLaterCellCentroids,Micrometers,20,13010.657399999998,13752.0054,18607.8348
TopLaterCellCentroids,Micrometers,21,12732.651899999999,24742.4895,11991.303899999999
TopLaterCellCentroids,Micrometers,22,12510.247499999998,28597.4991,5745.447
TopLaterCellCentroids,Micrometers,23,12677.050799999999,32155.969499999992,12195.174599999998
TopLaterCellCentroids,Micrometers,24,12825.320399999999,9841.394699999999,12009.837599999999
TopLaterCellCentroids,Micrometers,25,13344.263999999997,21276.6876,31210.750799999998
TopLaterCellCentroids,Micrometers,26,13399.865099999999,13752.0054,31414.621499999997
TopLaterCellCentroids,Micrometers,27,13177.4607,17458.7454,25020.495
TopLaterCellCentroids,Micrometers,28,13436.932499999999,6079.053599999999,31321.952999999994
TopLaterCellCentroids,Micrometers,29,12788.252999999999,17254.8747,12139.573499999999
TopLaterCellCentroids,Micrometers,30,13214.5281,9878.462099999999,24946.3602
